Country,Reference area,Frequency of observation,Measure,AGE,Age,SEX,Sex,Unit of measure,Measurement method,Year,Time period,Daily_Smokers_Percentage,Observation value,Observation status,Unit multiplier,Decimals,Cluster
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2023,,6.4,,Normal value,Units,,0
NZL,New Zealand,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2024,,5.8,,Normal value,Units,,0
POL,Poland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,17.2,,Normal value,Units,,0
POL,Poland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,14.1,,Normal value,Units,,0
PRT,Portugal,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,10.9,,Normal value,Units,,0
PRT,Portugal,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,9.0,,Normal value,Units,,0
SVK,Slovak Republic,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,15.8,,Normal value,Units,,0
SVK,Slovak Republic,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,15.4,,Normal value,Units,,0
SVN,Slovenia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,16.0,,Normal value,Units,,0
SVN,Slovenia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,15.6,,Normal value,Units,,0
ESP,Spain,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2011,,20.2,,Normal value,Units,,1
ESP,Spain,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,18.6,,Normal value,Units,,1
ESP,Spain,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2017,,18.8,,Normal value,Units,,1
ESP,Spain,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,16.5,,Normal value,Units,,1
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,12.5,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2011,,12.4,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2012,,13.1,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2013,,11.7,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,12.1,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,10.7,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2016,,11.2,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2017,,10.3,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,9.2,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,10.6,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,8.7,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2021,,9.1,,Normal value,Units,,0
SWE,Sweden,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2023,,7.8,,Normal value,Units,,0
CHE,Switzerland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2012,,17.8,,Normal value,Units,,1
CHE,Switzerland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2017,,16.8,,Normal value,Units,,1
CHE,Switzerland,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2022,,14.0,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,12.3,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2012,,10.7,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,13.1,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2016,,13.3,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,14.9,,Normal value,Units,,1
TUR,Türkiye,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2022,,15.5,,Normal value,Units,,1
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,19.8,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2011,,18.8,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2012,,18.8,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2013,,16.8,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,17.2,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,16.6,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2016,,14.5,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2017,,15.0,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,16.2,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,13.8,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,13.7,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2021,,11.7,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2022,,10.0,,Normal value,Units,,0
GBR,United Kingdom,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2023,,9.6,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,13.6,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2011,,13.3,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2012,,12.5,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2013,,11.9,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,11.8,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,10.7,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2016,,10.5,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2017,,9.5,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,9.1,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,10.0,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,8.6,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2021,,8.0,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2022,,7.9,,Normal value,Units,,0
USA,United States,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2023,,6.9,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,11.7,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2011,,10.7,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2012,,9.2,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2013,,8.6,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,9.0,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,8.3,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2016,,8.0,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2017,,7.5,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,6.9,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,7.7,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,7.6,,Normal value,Units,,0
BRA,Brazil,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2021,,6.7,,Normal value,Units,,0
BGR,Bulgaria,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,20.7,,Normal value,Units,,1
BGR,Bulgaria,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,21.1,,Normal value,Units,,1
HRV,Croatia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,20.8,,Normal value,Units,,0
HRV,Croatia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,19.5,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2014,,0.9,,Normal value,Units,,0
PER,Peru,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,0.6,,Normal value,Units,,0
